timestamp,USD/EUR,USD/CAD,USD/GBP,USD/CHF,USD/AUD
2025-05-01 14:22:02.577,-0.03894124652219168,0.6361099344353315,0.25333829348006687,0.013850434674949959,0.1268927953918292
2025-05-01 14:28:02.577,0.2721707551005211,0.5610202094903008,0.41662876520366626,0.3035636386288838,0.2993211426629752
2025-05-01 14:34:02.577,0.6451730529642831,0.527901955279666,0.5667066137904985,0.6490407596712802,0.5497381168728799
2025-05-01 14:40:02.577,0.8117695222495567,0.6867903593335747,0.7320788198397837,0.8265086247886312,0.6630879086522438
2025-05-01 14:46:02.577,0.8311962100633107,0.7264584044629673,0.7790245438424154,0.8720054876386231,0.6187231076579773
2025-05-01 14:52:02.577,0.8672330160641546,0.7246603777309697,0.8016964898372784,0.9062399713894419,0.5483079639128617
2025-05-01 14:58:02.577,0.872403131971083,0.6724739464896176,0.8039043666440097,0.9110191658169605,0.4102032742636075
2025-05-01 15:04:02.577,0.7420149409475167,0.7563367971463217,0.7388235006778614,0.8277592610056056,-0.023271414884531102
2025-05-01 15:10:02.577,0.5852609579704457,0.7680648480550799,0.6523191092511407,0.7424142156523839,-0.5413316849729914
2025-05-01 15:16:02.577,0.174957339260946,0.6754850299672442,0.36673510835391954,0.5507121485474099,-0.7334509910201199
2025-05-01 15:22:02.577,0.16859238990990355,0.6546253526599456,0.27088158068917245,0.5779329710423805,-0.7607044406886754
2025-05-01 15:28:02.577,0.17842466296591125,0.6317436856073149,0.13693999270287963,0.547171629918564,-0.7983106085916013
2025-05-01 15:34:02.577,0.13079877603984516,0.5715988892786316,0.039572273490899514,0.4732307634619264,-0.7637026562285469
2025-05-01 15:40:02.577,0.1263445719554701,0.4917447537143539,0.12221623965554171,0.40486026811010645,-0.5118952029136595
2025-05-01 15:46:02.577,0.004319473719158432,0.3089803775435259,0.14931749887891055,0.2800663186168927,-0.26080032002976594
2025-05-01 15:52:02.577,-0.228151306408787,-0.060713549560665526,-0.018748451576412216,-0.012071952587420012,-0.25627468757599997
2025-05-01 15:58:02.577,-0.24006928385180384,-0.26535367823421263,-0.24988234438032744,-0.036645968866940826,-0.34232489205857636
2025-05-01 16:04:02.577,-0.4142218578458797,-0.47194719544751434,-0.5637673934108014,-0.11359892124679093,-0.5613661080430209
2025-05-01 16:10:02.577,-0.6215597562939623,-0.6762172520034422,-0.7202429563658308,-0.25745512129564724,-0.6922631836945543
2025-05-01 16:16:02.577,-0.4323442724502024,-0.4743159250140749,-0.5027568021058152,-0.11298328124204453,-0.5053667817939325
2025-05-01 16:22:02.577,-0.15114797298179136,-0.2782661022916841,-0.33183352720692844,0.04346464606078017,-0.3812105762406051
2025-05-01 16:28:02.577,-0.14613342068161891,-0.1877347995492804,-0.23591546527795912,-0.034865690462979895,-0.27976862718024104
2025-05-01 16:34:02.577,-0.2102008290188482,0.04623972757671232,-0.10146060799834622,-0.18095567639524449,-0.02144950864328466
2025-05-01 16:40:02.577,-0.40344095625921383,0.03210789383898561,-0.3369712117001209,-0.3296312472658599,-0.11547519159432056
2025-05-01 16:46:02.577,-0.5302360199218629,0.08932506067298826,-0.5424760315273165,-0.47450045345341024,-0.27488522655076203
2025-05-01 16:52:02.577,-0.5694362756733297,0.25180600854003704,-0.5850634741067979,-0.5011522199648231,-0.40881027234339484
2025-05-01 16:58:02.577,-0.3135960193663403,0.29512575239393063,-0.4104651457095214,-0.2345421829600371,-0.3991792317098011
2025-05-01 17:04:02.577,0.004630608728950665,0.13308611398274503,-0.20786784932959532,0.13348650403499046,-0.32851617669397315
2025-05-01 17:10:02.577,0.11974501411950095,0.1927203669522705,-0.10566660803737324,0.2582546709527502,-0.21242506539911496
2025-05-01 17:16:02.577,0.18879476906851117,0.2038130540088942,-0.004773025273349858,0.3316935638148362,-0.06933599933366053
2025-05-01 17:22:02.577,0.319805016124879,0.30725136558746996,0.27095794507748483,0.41814146034695826,0.18987681818392585
2025-05-01 17:28:02.577,0.553102372745243,0.43647256671232476,0.41181323071068404,0.6372993971017202,0.43535949473000557
2025-05-01 17:34:02.577,0.13456654706626436,0.1085533897336523,-0.07165346172799963,0.4832874199867582,0.4330237755672759
2025-05-01 17:40:02.577,-0.2735405072756419,-0.29409983624264885,-0.40773626149590325,0.1664891623064221,0.38725086784525353
2025-05-01 17:46:02.577,-0.6307188513751327,-0.7161339654193076,-0.6817204020554734,-0.232079884219037,0.07821542964708214
2025-05-01 17:52:02.577,-0.7097575116594885,-0.851429146502907,-0.7548137186038362,-0.4288381571007053,-0.21225072489151114
2025-05-01 17:58:02.577,-0.7211899009605028,-0.8633369340251901,-0.7835338046644262,-0.43691151514587073,-0.3941355706839527
2025-05-01 18:04:02.577,-0.7299578786740697,-0.8677517816518845,-0.8120241964798305,-0.4080092751594491,-0.5099456442594836
2025-05-01 18:10:02.577,-0.7233120125025275,-0.8922294464103663,-0.8089891112477778,-0.48244894116596226,-0.72893537912087
2025-05-01 18:16:02.577,-0.47455031055419106,-0.8484821669982557,-0.629124710746867,-0.41307300307668327,-0.46899931619392776
